区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,上海,2021,财政预决算报告,human,教育,从支出决算具体情况看，市级支出2843.3亿元，完成调整预算的104.2%。其中：教育支出296.5亿元，完成调整预算的101.4%；科学技术支出225亿元，完成预算的95.9%；社会保障和就业支出430亿元，完成预算的99.6%；卫生健康支出283.5亿元，完成调整预算的106%；公共安全支出194.7亿元，完成预算的110.3%；农林水支出91.3亿元，完成调整预算的120.4%；城乡社区支出303.5亿元，完成调整预算的98.7%；交通运输支出298.3亿元，完成调整预算的141.5%。,28433000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,2021年，市对区一般公共预算转移支付1003.5亿元，完成预算的97.6%，其中，一般性转移支付665.3亿元，专项转移支付338.2亿元。与2022年1月向市十五届人大六次会议报告的执行数一致。,10035000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,医院,2021年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排新冠疫苗接种经费、疫情防控经费、市级公立医院开办及设备购置经费、公共污水处理系统运营经费、道路合杆整治经费等支出。,700000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,2021年，市级使用以前年度结转资金安排的支出44亿元。其中，市级使用32.5亿元，市对区税收返还和转移支付使用11.5亿元。市级周转金规模没有发生变化，年末余额为56.5亿元，主要用于调剂预算年度内季节性收支差额。,440000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,2021年，市级“三公”经费财政拨款支出合计3.35亿元，比预算数减少4.05亿元，主要是各部门严格落实党政机关带头过紧日子要求，从严控制和压缩“三公”经费支出，以及受新冠肺炎疫情影响减少“三公”支出。其中：因公出国（境）费0.01亿元，减少1.96亿元；公务用车购置及运行费2.94亿元（其中，购置费1.16亿元、运行费1.78亿元），减少1.36亿元；公务接待费0.4亿元，减少0.73亿元。上述行政事业单位结余的财政资金，全部用于补充市级预算稳定调节基金。,33500.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,交通,2021年，经国务院批准，财政部核定本市政府债务限额为10603.1亿元。截至2021年底，本市政府债务余额为7356.8亿元，债务规模适度，风险总体可控。发行地方政府债券1211.1亿元，包括新增一般债券242亿元、新增专项债券625亿元、再融资债券344.1亿元。主要用于轨道交通等重大公共基础设施建设、旧区改造等公益性项目。在上述新增债券中，市级使用574.9亿元，其中：新增专项债券394.7亿元，用于轨道交通建设、旧区改造、机场联络线、沪苏湖铁路、污水处理等项目。总体来看，通过地方政府债券,106031000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,创业,推进“三大任务”“三大平台”建设。安排落实专项资金和政府债券资金等130.2亿元，支持临港新片区建设，持续推进“两个15%”所得税优惠政策在新片区有效落地。安排落实天使投资引导基金、创业投资引导基金共10亿元，实施培育科技小巨人企业等扶持政策，落实科技型中小企业研发费用加计扣除、高新技术企业所得税优惠政策等制度性税收优惠，支持拓展科创板上市储备企业清单。支出6亿元，支持长三角区域“水乡客厅”重大项目开工建设等。制定长三角一体化示范区先行启动区专项资金管理办法，规范资金使用和管理。保障第四届中国国,1302000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,加快推进科技创新。支出76.2亿元，支持在沪国家实验室和长三角国家技术创新中心等建设，强化国家战略科技力量，推动国家重大科技项目落户上海，试点基础研究领域项目经费包干制，推进基础研究高质量发展。,762000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,支持产业能级提升。安排落实专项资金75.5亿元，聚焦支持“五型经济”发展。支出97.9亿元，推进集成电路、生物医药、人工智能“三大先导产业”加快发展，支持关键核心技术攻关，落实软件、集成电路企业专项税收优惠等政策，着力打造战略性未来产业。,755000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,交通,促进扩大内需。安排落实549.2亿元，支持轨道交通等交通基础设施建设、社会民生等领域重大项目。发挥专项资金和政府投资基金的示范引导作用，带动社会资本加大投入。支持高质量办好“五五购物节”等重大促消费活动，推动加快建设国际消费中心城市。,5492000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,全面落实减税降费政策。全市新增减税降费总额超过700亿元，实施提高制造业企业研发费用加计扣除比例、提高小规模纳税人增值税起征点、小微企业和个体工商户所得税再减半优惠、阶段性降低失业保险和工伤保险费率等政策举措，取消、免征或降低部分政府性基金和行政事业性收费，切实帮助市场主体减轻负担。,7000000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,支持缓解中小微企业“融资难”“融资贵”问题。新增政府性融资担保贷款额574.7亿元，同比增长72.2%，将“绿色”“三农”“科创”“疫情防控与复工复产”等行业增补入信贷奖补重点行业目录，健全中小微企业信贷奖补机制。,5747000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,医疗,保障常态化疫情防控资金。坚持“外防输入、内防反弹”，全市统筹安排落实106.8亿元，其中，市级支出52.5亿元，重点用于保障疫苗接种、医疗救治、疫情防控人员补助、发热门诊改造、诊疗设备和防控物资购置、进口冷链物流防疫、基地航空公司航班防疫消毒等，推动健全公共卫生体系，支持上海市重大传染病和生物安全研究院、上海市免疫治疗创新研究院等研究机构建设。继续免征疫情防控相关医疗器械产品、药品注册费等。,1068000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,就业,支持继续实施就业优先政策。支出65亿元，完善多渠道灵活就业政策，促进高校毕业生等重点群体就业创业，支持做好失业人员再就业工作，实施职业技能提升、线上培训和以工代训补贴等政策，推动实现更高质量的充分就业。,650000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,教育,支持发展公平而有质量的教育。支出296.5亿元，推进地方高水平大学和新一轮“双一流”建设等，支持高校服务国家和区域重大科技创新战略，推进优化高等教育和职业教育资源布局，支持实施上海高等教育人才揽蓄行动。修订教育专项转移支付管理办法，支持各区在基础教育和职业教育领域开展改革试点，保障课后服务、学校体育场地开放等项目实施，支持义务教育“双减”政策落实落地。,2965000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,医疗,健全社会保障体系。继续调整提高城乡居民基础养老金等各类民生保障待遇标准。支出118.8亿元，深化长期护理保险制度试点。推进社区养老服务设施建设，引导各区建设社区综合为老服务中心、助餐场所、养老床位、认知障碍照护床位、实施居家环境适老化改造等。实施“以奖代补”政策，促进养老服务机构健康发展。支出117亿元，支持推进健康上海行动，支持公立医院基本建设和大型医疗设备购置，推进实施市级医院临床技能与临床创新三年行动计划。,1188000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,住房,支持旧区改造等城市有机更新。安排落实523.2亿元，推进中心城区成片二级旧里以下房屋改造、旧住房综合改造、城中村改造和保障性住房建设，支持架空线入地和杆箱整治、既有多层住宅加装电梯、人行天桥加装无障碍电梯以及“美丽街区”提升改造等。,5232000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,补贴,推动乡村振兴战略加快实施。支出71亿元，健全以绿色生态为导向的农业补贴政策体系，支持都市现代农业发展，推进开展农村综合帮扶，保障美丽乡村建设，支持建成46个市级美丽乡村示范村、32个市级乡村振兴示范村，推动1.4万户农民相对集中居住。支出78亿元，做好东西部协作和对口支援，支持对口地区实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接。,710000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,文化,支持加强公共文化建设。围绕全面提升城市软实力，支出90亿元，保障中共一大纪念馆等红色文化传承地建设和公共文化设施建设，加快推进文化创意产业发展，支持办好重大文旅节庆活动，促进竞技体育发展，引领带动全民健身。,900000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,支持城市数字化转型。支出31.3亿元，围绕推进治理数字化转型，重点支持政务服务“一网通办”和城市运行“一网统管”体系建设；安排落实本市战略性新兴产业等专项资金，推动经济数字化、生活数字化转型，协同推进数字产业化和产业数字化转型。,313000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,能源,推动生态绿色发展。支出137.7亿元，支持“一江一河”城市治理，推进河道整治、农村生活污水治理等，支持完成崇明世界级生态岛建设第四轮三年行动计划，支持长江流域重点水域禁捕退捕。推进重点领域节能技术改造、建筑节能和绿色建筑示范项目建设、国三柴油车提前报废、新能源汽车推广以及公共充电桩建设等，促进节能减排。,1377000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,支持打造更高水平的平安上海。支出77.9亿元，保障公共安全、社会治安、网络安全、应急管理、消防安全、防汛防台、食品安全等领域资金需求，支持加强对各类安全风险隐患的排查化解，保障城市安全运行和社会大局稳定。,779000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,卫生,从财政支出情况看，坚持总量和结构并重，加大资金统筹力度，保持支出强度，加快支出进度，优先保障疫情防控、复工复产、基本民生等重点支出。1-6月，卫生健康支出435.6亿元，完成调整预算的65.9%；社会保障和就业支出607.6亿元，完成调整预算的54.6%；资源勘探工业信息等支出497亿元，完成预算的51.8%；商业服务业等支出118.4亿元，完成预算的55.2%。,4356000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,医疗,加强市级财政资金保障。1-6月，市级安排落实64.7亿元，用于疫情防控工作。其中：41.1亿元用于12家定点医疗机构开办运营、紧急配置高性能救护车和诊疗设备购置等方面，保障医疗救治工作顺利开展；10亿元用于本市防疫医务人员临时性工作补助、外省市援护医疗队服务保障等方面，关心关爱防控一线人员；13.6亿元用于提升核酸检测能力、保障重点人群应检尽检、配置防疫物资、疫苗接种、实施应急科技攻关研发项目等方面，推动完善公共卫生体系，筑牢疫情防控屏障。,647000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,physical,未明确方向,支持各区有力开展疫情防控工作。安排落实市对区补助资金40亿元，支持各区统筹用于集中隔离房源征用和运行保障、居民核酸检测、生活物资保供等疫情防控相关支出。及时下发通知，要求各区强化预算执行和财政资金安全管理主体责任，及时妥善落实资金安排，加大库款保障力度，加强资金管理，进一步提高资金使用管理的安全性、规范性和有效性。,400000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,人才,支持更好发挥国家战略牵引作用。积极争取国家政策，推动有关研发机构进口自用设备免税资格认定权限下放浦东政策落地，支持浦东引领更高水平的改革开放。持续推进“两个15%”所得税优惠政策精准实施，促进重点产业和高端人才加速集聚，推进临港新片区建设和发展，累计为企业减负近6亿元。,60000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,社保,不折不扣落实国家新的组合式税费支持政策。截至6月底，为市场主体减负超1000亿元。其中：落实小微企业及制造业等行业增值税留抵退税政策，减负789.3亿元；顶格减征增值税小规模纳税人、小微企业和个体工商户“六税两费”，对小规模纳税人阶段性免征增值税，实施小微企业所得税优惠政策，减负21亿元；对生产、生活性服务业纳税人延续实施增值税加计抵减政策，减负38.7亿元；实施阶段性失业和工伤保险降费政策，允许特困行业及制造业等行业所属困难企业和受疫情影响严重生产经营困难的中小微企业、个体工商户缓缴社保。,10000000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,补贴,支持中小微企业发展。发挥市中小微企业政策性融资担保基金作用，1-6月完成新增贷款额365.8亿元，同比增长26.5%。研究完善中小微企业信贷奖补政策，将银行投向餐饮、零售、外贸、文旅、交通运输等受疫情影响的重点行业的贷款不良率补偿下限从1.5%降至1.2%，对在沪银行小微企业信贷工作给予考核奖励，推动银行扩大普惠小微信贷规模。减免承租本市行政事业单位房屋的小微企业和个体工商户6个月房租。鼓励引导非国有房屋业主或经营管理主体减免房租。给予非居民用户3个月水、电、天然气费用10%的财政补贴。,3658000.0,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,教育,落实落细稳就业政策举措。面对疫情冲击下就业形势前所未有的困难挑战，围绕重点行业、重点人群，研究出台一系列援企稳岗政策举措，力争保持就业形势总体稳定。对餐饮、零售、旅游、交通运输、文体娱乐、住宿、会展等受疫情影响较大的困难行业中不裁员少裁员的企业，给予每人600元一次性稳岗补贴。对招录登记失业三个月以上人员或本市高校应届毕业生的企业，给予每人2000元一次性吸纳就业补贴，并实施税费减免优惠。对受疫情影响的用人单位开展线上职业培训，给予每人每次600元培训补贴。将职业教育应届毕业生取得技能等级证书的,0.06,,上海市2021年市级决算.txt
东部,上海,2021,财政预决算报告,human,养老,突出保基本兜底线。提高职保退休人员基础养老金、失业保险金、工伤保险等民生保障待遇标准。上调本市城乡居保基础养老金、最低生活保障等标准，每人每月分别增加100元和90元。落实国家有关社会救助和保障标准与物价上涨挂钩联动机制，向困难群众发放价格临时补贴以及一次性生活补贴。,0.01,,上海市2021年市级决算.txt
